id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
3589708,https://iate.europa.eu/entry/result/3589708,"transmission of an infectious disease/agent which occurs when a person is in close contact (within 1 m) with someone 
who has respiratory symptoms (e.g. coughing or sneezing) and is 
therefore at risk of having his/her mucosae (mouth and nose) or 
conjunctiva (eyes) exposed to potentially infective respiratory droplets - COM-Terminology Coordination, based on:WHO. 'Modes of transmission of the COVID-19 virus' (12.5.2020)","droplet transmission, droplet infection",kapénkový přenos,,,,pisaratartunta,,,,transmissão por gotículas,SOCIAL QUESTIONS > health > illness > infectious disease
3589709,https://iate.europa.eu/entry/result/3589709,"temporary leave of absence from work allowing employers with an
option to keep employees on the payroll without them working - COM-EN, based on:Coronavirus (COVID-19): furlough guide (12.5.2020). CIPD (Chartered Institute of Personnel and Development). 4 May 2020. ",furlough,nucená dovolená,,,"suspensión del contrato de trabajo, suspensión de contrato, permiso",lomautus,,,,licença,"BUSINESS AND COMPETITION > accounting > management accounting > costing > wage cost, SOCIAL QUESTIONS > health > illness > epidemic, EMPLOYMENT AND WORKING CONDITIONS > personnel management and staff remuneration > remuneration of work > pay"
3589710,https://iate.europa.eu/entry/result/3589710,"droplet with particle size &lt;5 μm in diameter - COM-Terminology Coordination, based on: WHO. 'Modes of transmission of virus causing COVID-19: implications for IPC precaution recommendations' (12.5.2020)",droplet nucleus,,,,,pisarajäännös,,,,núcleo de gotícula,SOCIAL QUESTIONS > health > illness > infectious disease
3589712,https://iate.europa.eu/entry/result/3589712,"infection that is spread through direct or indirect contact with an infected person - COM-Terminology Coordination, based on: 'contact transmission' (12.5.2020). HealthEngine",contact transmission,přenos kontaktem,,,,kosketustartunta,,,,transmissão por contacto,SOCIAL QUESTIONS > health > illness > infectious disease
3589713,https://iate.europa.eu/entry/result/3589713,"transmission of a communicable disease that occurs after direct contact with a contagious person or animal - COM-Terminology Coordination, based on:(i) <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32018D0945"" target=""_blank"">Commission Implementing Decision (EU) 2018/945 on the communicable diseases and related special health issues to be covered by epidemiological surveillance as well as relevant case definitions(ii) 'contact transmission' (12.5.2020). HealthEngine",direct contact transmission,přenos přímým kontaktem,,,,suora kosketustartunta,,,,transmissão por contacto direto,SOCIAL QUESTIONS > health > illness > infectious disease
3589714,https://iate.europa.eu/entry/result/3589714,"transmission of a communicable disease that involves an object that becomes contaminated by touch then spreads the infection by touch - COM-Terminology Coordination, based on:Dr. Greene. 'Contact Transmission: A-to-Z Guide' (12.5.2020)",indirect contact transmission,přenos nepřímým kontaktem,,,,epäsuora kosketustartunta,,,,transmissão por contacto indireto,SOCIAL QUESTIONS > health > illness > infectious disease
3589716,https://iate.europa.eu/entry/result/3589716,"&lt;in an outbreak&gt; distance to be kept between two persons in order to minimise disease transmission - COM-EN, based on: Wikipedia. Social distancing (20.5.2020)",physical distancing,"dodržování bezpečného odstupu, dodržování bezpečných rozestupů, omezení fyzického kontaktu",,physische Distanzierung,distanciamiento físico,"fyysisen etäisyyden pitäminen, lähikontaktien välttäminen, turvavälin pitäminen","distanciation physique, distance physique, distanciation sociale","distanziamento fisico, distanziamento interpersonale","fysiek afstand houden, fysieke afstand bewaren, afstand houden",distanciamento físico,SOCIAL QUESTIONS > health > illness > epidemic
3589721,https://iate.europa.eu/entry/result/3589721,"highly efficient particulate
air filtering which reduces the number of
airborne allergens, pathogens,
microorganisms and particles in a room - COM-EN, based on:1) Berrimann. 'Medical and Hospital Grade Air Purifiers for Isolation' (12.5.2020)2) FL HVAC Services. 'A Top Installer of Hospital-Grade Filter Systems' (12.5.2020)3) 'Isolation Rooms' (12.5.2020)",hospital grade air filtering,,,,,sairaalatasoinen ilmansuodatus,,,,filtragem de ar com filtros hospitalares,"SOCIAL QUESTIONS > health, INDUSTRY > building and public works > building services > air conditioning"
3589724,https://iate.europa.eu/entry/result/3589724,"rare syndrome identified during the COVID-19 pandemic in early 2020 which shares common features with other paediatric inflammatory conditions (including Kawasaki disease, staphylococcal and streptococcal toxic shock syndromes, bacterial
sepsis and macrophage activation syndromes) and which can also present with unusual abdominal
symptoms with excessive inflammatory markers - COM-EN, based on: Royal College of
Paediatrics and Child Health (RCPCH). ‘Guidance: Paediatric multisystem inflammatory syndrome temporally associated with COVID-19’ (13.5.2020), 1.5.2020.","paediatric multisystem inflammatory syndrome temporally associated with COVID-19, paediatric multisystem inflammatory syndrome, paediatric multi-system inflammatory syndrome temporally associated with COVID-19, pediatric multisystem inflammatory syndrome temporally associated with COVID-19, pediatric multi-system inflammatory syndrome temporally associated with COVID-19, pediatric multisystem inflammatory syndrome, pediatric multi-system inflammatory syndrome, paediatric multi-system inflammatory syndrome, PMIS-TS, PIMS-TS",,,,,,,,,,"SOCIAL QUESTIONS > health > medical science > medicine > medical specialisation > paediatrics, SOCIAL QUESTIONS > health > illness"
3589725,https://iate.europa.eu/entry/result/3589725,"global collaboration of a number of world governments, the European Union and the WHO in the development, production and distribution of COVID-19 diagnostics, therapeutics and vaccines - Council PL, based on: European Foundation Centre, Coronavirus Global Response event raises €7.4 billion for universal access to vaccines (29.5.2020)",Coronavirus Global Response,,,weltweite Coronavirus-Krisenreaktion,,,,,,,"SOCIAL QUESTIONS > health > illness > epidemic, POLITICS"
3589729,https://iate.europa.eu/entry/result/3589729,,replenishment conference,,,Wiederauffüllungskonferenz,,,,,,,"INTERNATIONAL RELATIONS, FINANCE"
3589730,https://iate.europa.eu/entry/result/3589730,measurements determined by the relevant national public health institutes for identifying a epidemiologically relevant 'contact person' and for determining the level (typically ‘high’ or ‘low’) of a contact person’s risk of exposure to the SARS-CoV-2 virus - eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020),epidemiological heuristics,,,,,,,,,heurística epidemiológica,SOCIAL QUESTIONS > health > medical science > epidemiology
3589731,https://iate.europa.eu/entry/result/3589731,"process whereby a contact tracing app detects proximity to a contact person according to the epidemiological heuristics - COM-Terminology Coordination, based on: eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020)",proximity detection,,,,,,,,,deteção de proximidade,"EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > information technology applications, SOCIAL QUESTIONS > health > medical science > epidemiology, EDUCATION AND COMMUNICATIONS > communications > communications industry > information technology"
1076834,https://iate.europa.eu/entry/result/1076834,"middle muscular layer of the heart wall - COM-EN, based on: <a href=""https://www.oxfordreference.com/view/10.1093/acref/9780198529170.001.0001/acref-9780198529170-e-13207?rskey=TrBJdj&amp;result=2"" target=""_blank"">‘myocardium’ (14.5.2020), Richard Cammack, Teresa Atwood, Peter
Campbell, Howard Parish, Anthony Smith, Frank Vella, and John Stirling (Eds.), Oxford
Dictionary of Biochemistry and Molecular Biology (2 ed.), Oxford University Press,
2008.",myocardium,,"hjertemuskel, myocardium, myokardium","Herzmuskel, Myokard",miocardio,"sydänlihas, myokardium",myocarde,miocardio,"myocardium, hartspier, myocard",miocárdio,"SOCIAL QUESTIONS > health, SOCIAL QUESTIONS > health > medical science"
36453,https://iate.europa.eu/entry/result/36453,"epidemic occurring worldwide or over a very wide area,
crossing international boundaries, and usually affecting a large number of
people - 'pandemic' (5.6.2020). Porta, M. (ed.), A Dictionary of Epidemiology, Oxford University Press, 2008.","pandemic, global outbreak","pandemie, globální nákaza, celosvětová nákaza",pandemi,Pandemie,pandemia,pandemia,pandémie,pandemia,,,SOCIAL QUESTIONS > health > illness > epidemic
3589733,https://iate.europa.eu/entry/result/3589733,"user of a contact-tracing app who has been exposed to an infected user - COM-Terminology Coordination, based on: eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020)",exposed user,,,,,,,,,utilizador exposto,"EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > information technology applications, SOCIAL QUESTIONS > health > medical science > epidemiology"
3589735,https://iate.europa.eu/entry/result/3589735,"contact-tracing app user who has been diagnosed with a current infection with COVID-19 virus - COM-Terminology Coordination, based on: eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020)",infected user,,,,,,,,,utilizador infetado,"EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > information technology applications, SOCIAL QUESTIONS > health > medical science > epidemiology"
3589734,https://iate.europa.eu/entry/result/3589734,"notification of exposed user - COM-Terminology Coordination, based on: eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020)",exposure alert,,,,,,,,,alerta de exposição,"EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > information technology applications, SOCIAL QUESTIONS > health > medical science > epidemiology"
3589732,https://iate.europa.eu/entry/result/3589732,"process whereby a user confirm in their contact-tracing app via an official verification mechanism established by public health authorities that he/she is diagnosed with a current infection of COVID-19 - COM-Terminology Coordination, based on: eHealth Network. 'Interoperability guidelines for approved contact tracing mobile applications in the EU' (13.5.2020)",infection confirmation,potvrzení infekce,,,,,,,,confirmação de infeção,"EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > information technology applications, SOCIAL QUESTIONS > health > medical science > epidemiology"
3589743,https://iate.europa.eu/entry/result/3589743,"downward airflow from a filter positioned in
the ceiling, helping to move micro-contaminates onto the floor and eliminating
contaminants from floating around inside the enclosed space - COM-EN, based on: 1. Terra Universal &gt; Library Resource &gt; Horizontal vs Vertical Laminar Flow Hoods  (14.5.2020)2. Lab Supply Network &gt; Horizontal vs Vertical Laminar Flow Hoods (14.5.2020)",vertical airflow,,,,,pystysuuntainen ilmavirtaus,,,,fluxo de ar vertical,"INDUSTRY > building and public works > building services > air conditioning, TRANSPORT > air and space transport > air transport"
3589744,https://iate.europa.eu/entry/result/3589744,"image tracking
algorithm that uses security camera footage to estimate the number of people
present in a designated area and also the number of people entering/exiting the
area over time - COM-EN, based on:People Counting From CCTV Security Camera Footage (14.5.2020). Allan James. QUT Visualisation and eResearch. 1
December 2015",CCTV counting algorithm,,,,,valvontakameroihin perustuva laskenta-algoritmi,,,,algoritmo de contagem por videovigilância,"TRANSPORT, TRADE > distributive trades > distributive trades > retail trade > shopping centre, EDUCATION AND COMMUNICATIONS > communications > communications systems > telecommunications > video communications > video surveillance"
